Date,comment,text_clean,like,Label
2026-01-04T07:50:52Z,Krn dia menantang AS dan buat kekacauan di AS. Maduro ditangkap krn sbagai PENJAHAT bukan presiden. Sebagai negara penghasil minyak harusnya negara ini lebih makmur drpd  Swiss atau luxemburg.,tantang kacau maduro tangkap sbagai jahat presiden negara hasil minyak negara makmur drpd swiss luxemburg,1,
2026-01-04T07:50:29Z,Penjajahan di era modern...sudah hal biasa bagi Amrik siapapun presidennya. Kmu TDK mengikuti aturan dari hirarki di Amrik...nasibmu senasib dg Jhon f. Kennedy. Lucunya cina dan Rusia TDK punya taring akan hal ini pdhal Venezuela mitra ekonomi terutama China akan ketergantungan minyak,jajah era modern amrik presiden kmu ikut atur hirarki amrik nasib nasib jhon kennedy lucu cina rusia taring pdhal venezuela mitra ekonomi china gantung minyak,0,
2026-01-04T07:49:56Z,Laknat,laknat,0,
2026-01-04T07:49:48Z,Tau kan Venezuela memiliki cadangan minyak terbesar di dunia. ????,tau venezuela milik cadang minyak besar dunia,0,
2026-01-04T07:49:48Z,INTINYA. AS ingin menguasai MINYAK dan SDA lainnya. Dengan alasan yang MENGADA ADA.,inti kuasa minyak sda alas ada,0,
2026-01-04T07:49:32Z,Habis venezuela setelah itu iran ??,habis venezuela iran,0,
2026-01-04T07:49:28Z,Ga usah lihat alasannya. Lihat aja apa yg akan dilakukan Amerika ?? itulah alasan sebenarnya,lihat alas lihat amerika alas,0,
2026-01-04T07:49:19Z,Kalah dagang  dengan cina .<br>amerika bangkrut merampok Venezuela,kalah dagang cina amerika bangkrut rampok venezuela,0,
2026-01-04T07:48:56Z,Setelah ini china akan invasi taiwan.,china invasi taiwan,0,
2026-01-04T07:48:45Z,"As paling jago buat alasan nyerang negara org, sejatinya mw jara kekayaan minyak nya",jago alas nyerang negara org sejati jara kaya minyak,0,
2026-01-04T07:48:40Z,Makanya buruan deh pd 3 supaya ada tatanan baru bosen liat amerika mulu,buru tatanan bosen liat amerika mulu,0,
2026-01-04T07:48:23Z,Oils reserve need democracy,oils reserve need democracy,0,
2026-01-04T07:47:58Z,Minyak minyak...<br>Lumayan juga bonusnya bs membuat rakyatnya melupakan eipstein utk sementara..yah setidaknya sd midterm,minyak minyak lumayan bonus rakyat lupa eipstein utk yah midterm,0,
2026-01-04T07:47:11Z,ada 3 alasan kenapa AS menyerang Venezuela<br>1. Minyak<br>2. Minyak<br>3. Minyak,alas serang venezuela minyak minyak minyak,0,
2026-01-04T07:47:06Z,orang2 madura ditangkap,orang2 madura tangkap,0,
2026-01-04T07:46:43Z,"Presiden lho ini, ditangkap?! Wow",presiden lho tangkap wow,0,
2026-01-04T07:46:17Z,licik karena minyak limpah,licik minyak limpah,0,
2026-01-04T07:46:13Z,Kata nya turki mau nangkap Netanyahu.....Pai skrg ga da tindakan ......??????,turki nangkap netanyahu pai skrg tindak,0,
2026-01-04T07:44:59Z,"AS adalah perampok., karna minyak lah mereka menguasai Venezuela ??????",rampok karna minyak kuasa venezuela,0,
2026-01-04T07:44:52Z,Memang Dajjal Amerika ini ya....se enak nya bisa merampok hak negara orang...dasar negara taik,dajjal amerika enak rampok hak negara orang dasar negara taik,0,
2026-01-04T07:44:27Z,Amerika perampok. cuma alasan aja dalih sana sini tak jelas.,amerika rampok alas dalih,0,
2026-01-04T07:44:25Z,"AS,,negara licik",negara licik,0,
2026-01-04T07:44:09Z,"Trump,presiden gendeng dan rasis",trump presiden gendeng ras,0,
2026-01-04T07:43:34Z,Merampok minyak. <br>The Real Terories,rampok minyak the real terories,0,
2026-01-04T07:43:02Z,Ujung2nya MINYAK,ujung2nya minyak,0,
2026-01-04T07:42:21Z,Karena tidak bisa di setir,setir,0,
2026-01-04T07:42:16Z,Madas cabang Venezuela ??,madas cabang venezuela,0,
2026-01-04T07:42:08Z,Tunggu Lah Azab Allah Untuk mu Amerika Laknatullah,tunggu azab allah amerika laknatullah,0,
2026-01-04T07:41:21Z,donOIL trump,donoil trump,0,
2026-01-04T07:41:06Z,AS harus disanksi,sanksi,0,
2026-01-04T07:40:00Z,Dimanapun apapun kapanpun alasannya adalah minyaaak ????.  Jd inget sadam husein,mana apa alas minyaaak inget sadam husein,0,
2026-01-04T07:39:50Z,Mestinya AS serang Israel dan tangkap Netanyahu. Kok ini kebalik sih...,mesti serang israel tangkap netanyahu balik,0,
2026-01-04T07:39:27Z,negara didunia negara kecil bersatu melawan AS dan kroninya....jgn dibiarkan AS seenaknya menjajah  negara kecil...yg tujuannya hanya hasil bumi...cukup irak....bersatu memerangi AS...jgn takut,negara dunia negara satu lawan kroni jgn biar jajah negara tuju hasil bumi irak satu rang jgn takut,0,
2026-01-04T07:39:07Z,"Orang indo suka vonis,US ngincar kilang minyak, padahal,US hanya berusaha untuk memberantas fentanil narkoba yg mematikan, orang indo mayoritas muslim mereka memang suka sakit hati dengan negara kristen",orang indo suka vonis ngincar kilang minyak usaha berantas fentanil narkoba mati orang indo mayoritas muslim suka sakit hati negara kristen,0,
2026-01-04T07:40:21Z,Fentanil adalah narkoba yg membuat bnyk warga negara US menjadi kecanduan bro,fentanil narkoba bnyk warga negara candu bro,0,
2026-01-04T07:37:55Z,Bangsa yg tidak beradab km kira tuhan akan diam saja,bangsa adab tuhan diam,0,
2026-01-04T07:36:40Z,As dan esrael mmg sok berkuasa knp PBB diam saja ....ini sbg negara penjajah bg negara yg bnyk minyak buminya dasar mang negara terkutuk dan terlaknat ga bs dibiarkn ini negara terkutuk itu semau gue mncaplok n mnguasai minyak bumi negara lain dan negara terlanat ini sngat membahayakn dasar negara yg presidennya keparat,esrael mmg sok kuasa knp pbb diam sbg negara jajah negara bnyk minyak bumi dasar mang negara kutuk laknat dibiarkn negara kutuk mau gue mncaplok mnguasai minyak bumi negara negara terlanat sngat membahayakn dasar negara presiden keparat,0,
2026-01-04T07:35:32Z,Minyak,minyak,0,
2026-01-04T07:35:32Z,Gampang banget tangkap nya,gampang banget tangkap,0,
2026-01-04T07:34:49Z,Proxy China jadi gitu deh,proxy china gitu,0,
2026-01-04T07:34:39Z,give the data of Venezuella&#39;s immigrant,give the data venezuella immigrant,0,
2026-01-04T07:34:14Z,Ada yg berani sanksi AS...??,berani sanksi,0,
2026-01-04T07:34:13Z,Wahai Iran atau bangsa Persia.. <br>Ketika engkau berperang dengan isriwil bukankah ia menendang mu dengan keangkuhannya?? Mengapa engkau tidak MEMBALAZNYA ketika ia sedang habis2n dengan penezuela?? <br><br>?????? ((Org tua pada strees d akhir jaman)),iran bangsa sia engkau perang isriwil tendang angkuh engkau membalaznya habis2n penezuela org tua strees jaman,0,
2026-01-04T07:34:02Z,"Amerika negara penjahat, suka menyerang negara lain",amerika negara jahat suka serang negara,0,
2026-01-04T07:33:53Z,"Inilah aktualnya Maduro tdk di sukai rakyatnya buktinya Rakyatnya nggak respon,sama dngn Diktator Putin warga Rusia tdk menyukai Dia,tapi karena dia  masih berkuasa  takun dngn Tangan besinya.",aktual maduro suka rakyat bukti rakyat respon dngn diktator putin warga rusia suka kuasa takun dngn tangan besi,0,
2026-01-04T07:33:30Z,"Selanjutnya Donal bebek bakal menciduk presiden Denmark,<br>Greenland lebih berharga.<br><br>Tunggu tanggal mainnya pemirsa ??",donal bebek ciduk presiden denmark greenland harga tunggu tanggal main pirsa,0,
2026-01-04T07:32:28Z,Bisanya cuma ??,bisa,0,
2026-01-04T07:31:12Z,cepat bget bjirr,cepat bget bjirr,0,
2026-01-04T07:30:33Z,Ingin merampok aja banyak alasan...makanya indonesia harus kuati militernya biar tetangga gk macam macam,rampok alas indonesia kuat militer biar tetangga,0,
2026-01-04T07:30:06Z,"Ini lsm lsm di indonesia,yg di sokong asing pasti diem aja,melihat kelakuan majikannya menyerang negara lain,beda ocehan mereka ke rusia yg nyerang ukraina??",lsm lsm indonesia sokong asing diem laku majikan serang negara beda oceh rusia nyerang ukraina,0,
2026-01-04T07:30:02Z,Oil4usa,oil4usa,0,
2026-01-04T07:28:42Z,di berita nasional ajha udah dimuat bahwa AS akan ambil alih pengelolaan minyak di Venezuela<br><br><br>mau ngeles apalagi penyefong AS,berita nasional ajha udah muat ambil alih kelola minyak venezuela ngeles penyefong,0,
2026-01-04T07:26:46Z,Apapun Alasan Donat trump tetap Melanggar hukum Internasional.,apa alas donat trump langgar hukum internasional,0,
2026-01-04T07:26:07Z,Ini hanya salah Pahan saja,salah pah,0,
2026-01-04T07:24:21Z,Naaahhhh...inilah moment di mana Trump mai memperlihatkan kepada Dunia...bahwa mereka masih &quot; polisi Dunia &quot; jadi...negara2 yang mencoba- coba menggangu AS dalam politiknya ya...siap2 bakal seperti Panama dan Venezuela ..sebuah negara berdaulat tapi presidennya bisa di comot begitu saja oleh AS...jadi ya washington mengirimkan sinyal jelas baik ke RRC maupun Rusia..mereka bisa dan siap melalukan apapun terhadap negara2 yang mencoba2 menganggu kedaulatannya dan demokrasinya..,naaahhhh moment trump mai dunia quot polisi dunia quot negara2 coba coba menggangu politik siap2 panama venezuela negara daulat presiden comot washington kirim sinyal rrc rusia lalu apa negara2 mencoba2 menganggu daulat demokrasi,0,
2026-01-04T07:23:58Z,gk sekuat hugo chavez,kuat hugo chavez,0,
2026-01-04T07:23:23Z,"Semakin lama semakin jijik liat sifat asli orang Amerika ya . semena mena se enaknya sendiri bunuh bunuh orang,memfitnah orang. semoga dilanda bencana besar",jijik liat sifat asli orang amerika semena mena enak bunuh bunuh orang fitnah orang moga landa bencana,0,
2026-01-04T07:23:10Z,Maduro yang disurabaya kapan disikat amerika serikat ??????,maduro disurabaya sikat amerika serikat,0,
2026-01-04T07:23:08Z,"Yaaa minyak lah, apalagi??",yaaa minyak,0,
2026-01-04T07:22:56Z,"Masih sehat akal trum, <br>Daripada pemimpin beraninya sama rakyat",sehat akal trum pimpin berani rakyat,1,
2026-01-04T07:21:58Z,Perampok sesungguhnya,rampok sungguh,0,
2026-01-04T07:20:41Z,Lemah ga bersatu banyak penghianat dan minyak berlimpah limpah  ya sasaran yg empuk utk  Negara ada kuasa ????,lemah satu penghianat minyak limpah limpah sasar empuk utk negara kuasa,0,
2026-01-04T07:20:32Z,Kaya di film film ini??,kaya film film,0,
2026-01-04T07:20:24Z,Itu lah para negara penjahat...se enak nya mengatur dan menangkap,negara jahat enak atur tangkap,0,
2026-01-04T07:19:09Z,Minyaknya dijual ke Cina .. Amerika sirik ..,minyak jual cina amerika sirik,0,
2026-01-04T07:18:55Z,PENJAJAHAN,jajah,0,
2026-01-04T07:17:30Z,Eleh paling presiden vene punya bukti kejelekan Amerika takut di sebar,eleh presiden vene bukti jelek amerika takut sebar,0,
2026-01-04T07:17:29Z,"Sampai tetes minyak terkahir....<br>Dunia jangan mau dibodohi, sqtu2 nya niat tulus AS menggulingkan pemerintahan negara lain adalah kepentingan negaranya sendiri..<br><br>Minyakk...<br>Munyakk...",tetes minyak terkahir dunia bodoh sqtu2 niat tulus guling perintah negara penting negara minyakk munyakk,0,
2026-01-04T07:16:44Z,Iblis Trump semoga diazab dan AS akan bangkrut????????,iblis trump moga azab bangkrut,0,
2026-01-04T07:16:14Z,Pernyataan dan alasan yg tidak masuk akal,nyata alas masuk akal,0,
2026-01-04T07:16:03Z,maduro itu  kayak nama orang Indonesia ya wkwkwkk,maduro kayak nama orang indonesia wkwkwkk,0,
2026-01-04T07:15:39Z,"Seluruh percakapan di dunia semua datanya terekam di satelit milik Amerika,,kau bisa menipu rakyatmu tapi kamu tidak akan bisa membohongi Amerika Serikat.!!!",cakap dunia data rekam satelit milik amerika kau tipu rakyat bohong amerika serikat,0,
2026-01-04T07:15:02Z,PBB kayak g ada fungsinya??,pbb kayak fungsi,0,
2026-01-04T07:14:53Z,as adalah penjajah sebenar nya ??,jajah benar,0,
2026-01-04T07:14:45Z,"Buat warga konoha, yg loment2 sok menghakimi, KATA PRESIDEN AS, : EMG PENGARUH HUJATAN KAU, KONOHA NEGARA MISKIN, TERUS KAU BERANI BUAT APA ? APAKAH KONOHA INGIN MAU SERANG NGRA KAMI AS.. HAHA NGIMPI NGIMPIII NEGARAMU KONOHA AJA BELUM BERES MASIH MABOK AGAMA, UCAP DONALD ??",warga konoha loment2 sok hakim presiden emg pengaruh hujat kau konoha negara miskin kau berani konoha serang ngra haha ngimpi ngimpiii negara konoha beres mabok agama donald,0,
2026-01-04T07:14:11Z,Rakyat Venezuela harus berperang jika ingin jadi manusia yg punya harga diri,rakyat venezuela perang manusia harga,0,
2026-01-04T07:14:05Z,"Karena posisi dan daya tawar geopolitiknya sangat rendah ,negaranya sdh diisolasi bahkan dikawasannya sendiri dan ekonominya tumbang karena ulahnya sendiri nasionalisasi aset investor asing sepihak jadi kena sanksi brutal dan berani nantang AS secara frontal pdhl ga punya leverage jadinya kalah duluan sebelum memulai perang,,Selagi AS masih pegang hegemoni dunia dalam sistem global menantangnya jadi bunuh diri ekonomi",posisi daya tawar geopolitik rendah negara sdh isolasi kawasan ekonomi tumbang ulah nasionalisasi aset investor asing kena sanksi brutal berani nantang frontal leverage kalah duluan perang selagi pegang hegemoni dunia sistem global tantang bunuh ekonomi,0,
2026-01-04T07:13:58Z,"Banyak pakar geopolitik dadakan ya, yg komennya gak jauh2 soal urusan minyak doang",pakar geopolitik dada komennya gak jauh2 urus minyak doang,0,
2026-01-04T07:13:57Z,Kalo begitu jangan ada PBB bubarin sjaa ..masuk negara orang kaya masuk negara sendiri ??????????,kalo pbb bubarin sjaa masuk negara orang kaya masuk negara,0,
2026-01-04T07:13:33Z,"Diketahui bahwa setelah ditangkap oleh AS, Presiden Venezuela dibawa ke daerah asal nenek moyangnya di daerah Sampang - Maduro, dan diberlakukan tahan rumah dan dijaga oleh Ormas Madas ?? ??",tangkap presiden venezuela bawa daerah nenek moyang daerah sampang maduro laku tahan rumah jaga ormas madas,0,
2026-01-04T07:13:28Z,Merampok minyak,rampok minyak,0,
2026-01-04T07:13:25Z,Laknatullah Trump dan kroni Amerikanya...,laknatullah trump kroni amerikanya,0,
2026-01-04T07:13:08Z,knp warganya tdk membantu lidungi presiden ?,knp warga bantu lidungi presiden,0,
2026-01-04T07:12:53Z,Kok ada presiden bisa ditangkap negara asing tentara kemana,presiden tangkap negara asing tentara mana,0,
2026-01-04T07:12:20Z,"Apa gunanya DK PBB , buat apa PBB tidak bisa menjaga anggota nya hukum hanya untuk negara miskin tidak untuk negara negara berkuasa.... Miris",guna pbb pbb jaga anggota hukum negara miskin negara negara kuasa miris,0,
2026-01-04T07:11:15Z,"Mntp bro Trump,,,",mntp bro trump,0,
2026-01-04T07:11:12Z,Yg lawan AS akan hilang dari bumi ini????,lawan hilang bumi,0,
2026-01-04T07:11:00Z,rakyat konoha menangis dipojokan,rakyat konoha menang pojok,0,
2026-01-04T07:10:55Z,"Fitnah tnpa bukti di jadikan alasan untuk menyerang suatu negara... Besok besok muda saja buat fitnah tanpa bukti, serang serang saja",fitnah tnpa bukti jadi alas serang negara besok besok muda fitnah bukti serang serang,0,
2026-01-04T07:10:28Z,Prabowo Subianto pasti sangat takut,prabowo subianto takut,0,
2026-01-04T07:08:01Z,Itulah kenapa negara2 yg kaya sumber daya alamnya rata2 jadi sarang t3r0r1s atau n4rk0b4 dgn sebelumnya rakyatnya dibuat bodoh dan miskin terlebih dahulu,negara2 kaya sumber daya alam rata2 sarang t3r0r1s n4rk0b4 dgn rakyat bodoh miskin,0,
2026-01-04T07:07:48Z,Alasannya ingin menguasai minyak Venezuela,alas kuasa minyak venezuela,0,
2026-01-04T07:07:33Z,AS harus disangsi.<br>Jika tidak ini akan mejadi ketidak adilan tinggkat tinggi,sangsi mejadi tidak adil tinggkat,0,
2026-01-04T07:06:54Z,"Butuh duit banyak makanya merampok minyak Venezuela,jika dunia diam tidak menghukum Amerika maka yang lain bisa melakukan hal yang sama ,China bisa melakukannya ke Taiwan, Indonesia bisa melakukanya ke Timor Leste ,yg lemah dan punya sumber daya alam siap siap  di rampok dg dalih macam macam",butuh duit rampok minyak venezuela dunia diam hukum amerika china laku taiwan indonesia melakukanya timor leste lemah sumber daya alam rampok dalih,0,
2026-01-04T07:06:52Z,Emang boleh nangkap presiden.,emang nangkap presiden,0,
2026-01-04T07:06:32Z,Ngincer minyak negara licik ????,ngincer minyak negara licik,0,
2026-01-04T07:06:02Z,Andai israel di buat spt penangkapan venezule. Maka timur tengah damai,andai israel spt tangkap venezule timur damai,0,
2026-01-04T07:05:22Z,Not Good USA ugly State not Education,not good usa ugly state not education,0,
2026-01-04T07:04:42Z,Fitnah.. Sama sperti kasus Saddam husein.. ????,fitnah sperti saddam husein,0,
2026-01-04T07:04:42Z,Biadab ...,biadab,0,
2026-01-04T07:04:24Z,Alasanya MALING MINYAK <br>Perintah israhell. Karena oposisi dukunung israhell<br><br>Atau kompas dan tribun buzzer asing?,alasanya maling minyak perintah israhell oposisi dukunung israhell kompas tribun buzzer asing,1,
2026-01-04T07:04:15Z,kasih banget ajarannya ??,kasih banget ajar,0,
2026-01-04T07:04:13Z,Ya Allah ..kenapa dunia diam saja...kalau begitu Konoha juga bisa di buat begitu,allah dunia diam konoha,0,
2026-01-04T07:03:48Z,"Noh penjahat yg sesungguhnya si setan nyahu,pembantaian manusia sm penjajahan yg jls tetangan tpi malah d sokong.monyed emang pemimpin munafik yg menjijijkan mamarica",noh jahat sungguh setan nyahu bantai manusia jajah jls tetangan tpi sokong monyed emang pimpin munafik menjijijkan mamarica,0,
2026-01-04T07:03:36Z,Akal2an nya aj??????,akal2an,3,
2026-01-04T07:03:03Z,Jika para negara adidaya bisa berbuat semaunya tanpa takut hukum PBB lebih baik semua negara memiliki senjata nuklir untuk melindungi dirinya sendiri,negara adidaya buat takut hukum pbb negara milik senjata nuklir lindung,0,
2026-01-04T07:03:03Z,"Ketika Rusia Fokus ke Ukraina karna rumah putin diseriang., disitulah Amerika mengambil kesempatan mengambil Venezuela...<br>Cara licik Amerika mengalih fokuskan Rusia dgan menyerang ke rmah pribadi Putin...",rusia fokus ukraina karna rumah putin riang situ amerika ambil sempat ambil venezuela licik amerika alih fokus rusia dgan serang rmah pribadi putin,0,
2026-01-04T07:03:00Z,Ameriki harus dihukum.... Allahuakbar,ameriki hukum allahuakbar,0,
2026-01-04T07:02:26Z,Ameriki harus dihukum.... Allahuakbar,ameriki hukum allahuakbar,0,
2026-01-04T07:01:35Z,"Blm pernah kejadian presiden menangkap presiden, kecuali jaman kompeni",blm jadi presiden tangkap presiden kecuali jaman kompeni,0,
2026-01-04T07:01:06Z,Yg jelas as mau maling minyak venezuela...as 11 12 sama israel,maling minyak venezuela israel,0,
2026-01-04T06:59:50Z,Katanya Netanyahu mau ditangkap ICC ?? Mana kok anyep..???? berani ga kek gitu,netanyahu tangkap icc anyep berani kek gitu,0,
2026-01-04T06:57:45Z,Minyak..minyak...minyak....,minyak minyak minyak,0,
2026-01-04T06:57:03Z,"Apapun alasannya Penjajahan terhadap negara lain terjadi ,",apa alas jajah negara,0,
2026-01-04T06:57:01Z,"Kita bisa apa??? bisa beropini liar, apalagi yang Punya sifat iri sama Amerika Serikat, behhh?????????",opini liar sifat iri amerika serikat behhh,0,
2026-01-04T06:56:29Z,Bukannya narkoba ganja dll di sana legal ya...knpa kok malah di tangkap...??,narkoba ganja dll legal knpa tangkap,0,
2026-01-04T06:55:39Z,Kalo bener... Venezuela membanjiri US dengan narkoba &amp; imigrant ....tanpa itikad baik untuk berusaha menanggulangi &amp; membrantas gebongnya .... Gw rasa pantes aja US memburu presidennya .! Dg Tuduhan terorisme ( memang sengaja) !! ??,kalo bener venezuela banjir narkoba amp imigrant itikad usaha tanggulang amp membrantas gebongnya pantes buru presiden tuduh terorisme sengaja,0,
2026-01-04T06:55:04Z,akan ditiru china utk segera serang taiwan,tiru china utk serang taiwan,0,
2026-01-04T06:55:04Z,Penjahatnya penjahat,jahat jahat,0,
2026-01-04T06:55:03Z,"RUSIA JGN MAIN2 DENGAN AMRIK, NYULIK ZELENSKY SAJA GK BISA ??????????",rusia jgn main2 amrik nyulik zelensky,1,
2026-01-04T06:54:28Z,"Tau kan penjajah sebenarnya,Isa dia lahhh biangnya kributan dunia si paman",tau jajah isa lahhh biang kributan dunia paman,0,
2026-01-04T06:54:25Z,Waduh waduh sudah tidak ada harga dirinya venezuela..,harga venezuela,0,
2026-01-04T06:54:15Z,Dunia akan damai jika as hancur,dunia damai hancur,0,
2026-01-04T06:53:55Z,Wow sekelas pemimpin negara ditangkap tanpa perlawanan ??,wow kelas pimpin negara tangkap lawan,0,
2026-01-04T06:53:46Z,Ini karena Minyak,minyak,0,
2026-01-04T06:53:37Z,Kalau maduro tertangkap berarti musuh maduro bukan Amerika melaiinkan di khianati orang terdekatnya,maduro tangkap musuh maduro amerika melaiinkan khianat orang dekat,0,
2026-01-04T06:53:03Z,AS ngincer minyak venezuela<br><br>Venezuela = Irak,ngincer minyak venezuela venezuela irak,0,
2026-01-04T06:52:48Z,akibat tidak punya nuklir. samoga iran punya nuklir,akibat nuklir samoga iran nuklir,0,
2026-01-04T06:52:31Z,"Komen udah ky pengamat venezuela aja ,,, venezuela di serang eeeeeeee org yg tdk ad hubungan drh dikit pun dgn maduro mlh yg berantem ,, emang klau minyak mereka di ambil semua kita yg rugi ya ,,,, msh byk tu warga venezuela yg berpseta setelah maduro di tangkp,, herannnnn",komen udah amat venezuela venezuela serang eeeeeeee org hubung drh dikit dgn maduro mlh antem emang klau minyak ambil rugi msh byk warga venezuela berpseta maduro tangkp herannnnn,1,
2026-01-04T07:54:56Z,"Yg di&quot;praktekkin&quot; ke venz itu juga gampang dipraktekkin ke indo. Yg jelas utk u.s konservatif, org &quot;coklat kuning&quot; like you and me itu (sorry klo sara tp kenyataan) gak masuk hitungan. Subhuman lah. Kelas imigran lapar.  So klo jd pengontrol resmi di asia tenggara, they wont think about you.",quot praktekkin quot venz gampang dipraktekkin indo utk konservatif org quot coklat kuning quot like you and sorry klo sara nyata gak masuk hitung subhuman kelas imigran lapar klo kontrol resmi asia tenggara they wont think about you,0,
2026-01-04T06:51:37Z,"apa yang kau banggakan dari negara yang MERAMPOK,M3MBNUH,DAN MERUSAK,ISRAEL,AMERICA ITU SAMA.....",kau bangga negara rampok m3mbnuh rusak israel america,0,
2026-01-04T06:51:32Z,Makanya cak.. jangan main narkoba.,cak main narkoba,0,
2026-01-04T06:51:00Z,"Negara merdeka di serang, presiden nya di tangkap !! Terus apa kalo bukan disebut kejahatan perang!! Gblk emng negar4 4jng tu.. dunia mau diem aja? Padahal besok2 bisa jd giliran negara lain yg kaya SDA!",negara merdeka serang presiden tangkap kalo jahat perang gblk emng negar4 4jng dunia diem besok2 gilir negara kaya sda,0,
2026-01-04T06:50:32Z,Alasan utama ya PENGENDALIAN SUMBERDAYA,alas utama kendali sumberdaya,0,
2026-01-04T06:50:01Z,BUKAN RAHASIA UMUM LAGI KALAU GAK MINYAK.. AS ITU MEMPERMAINKAN HARGA MINYAK DUNIA YA BISA DI BILANG MAFIA LAH,rahasia gak minyak main harga minyak dunia bilang mafia,0,
2026-01-04T06:49:45Z,Cina gak bantu cemeeeeen.,cina gak bantu cemeeeeen,0,
2026-01-04T06:49:08Z,TUJUAN AMERIKA CUMAN 1 DAN SELURUH DUNIA TAU <br><br>MINYAK!!! <br><br>HANYA MINYAK!!!,tuju amerika cuman dunia tau minyak minyak,0,
2026-01-04T06:49:06Z,Harusnya kita membela Presiden Venezuela karena dia orang Maduro,bela presiden venezuela orang maduro,0,
2026-01-04T06:48:59Z,"Kalo secara hukum agama narkoba itu haram jadi harus di basmi akarnya, ini bukan mslh sepele, narkoba itu pintu kemaksiatan, dunia bisa kena azab tuhan allah,yesus,yahweh dll kayak bencana di sumatera itu kan azb tuhan, iya ga?",kalo hukum agama narkoba haram basmi akar mslh sepele narkoba pintu maksiat dunia kena azab tuhan allah yesus yahweh dll kayak bencana sumatera azb tuhan iya,0,
2026-01-04T06:47:33Z,Tebak agama Trump?,tebak agama trump,0,
2026-01-04T06:46:32Z,Biar minyak turun harga.... As Mantap ???,biar minyak turun harga mantap,1,
2026-01-04T06:46:24Z,Mereka bukan yg jargonnya &quot;God bless Amerika&quot; ya? God? GOD??,jargon quot god bless amerika quot god god,0,
2026-01-04T07:58:53Z,Trump inget tuhan? <br>Yg gue inget pegang kitab aj salah terbalik. Kayakny gak pernah pegang seumur2,trump inget tuhan gue inget pegang kitab salah balik kayakny gak pegang seumur2,0,
2026-01-04T06:46:15Z,Dan heran nya kenapa GK ada negara yg mampu mengalahkan AS ?,heran negara kalah,0,
2026-01-04T06:44:42Z,Karna minyak dan Trump juga takut dijadikan JFK ke 2,karna minyak trump takut jadi jfk,0,
2026-01-04T06:44:37Z,Karena As ingin merampok minyak Venezuela,rampok minyak venezuela,0,
2026-01-04T06:44:34Z,dasar Donald iblis...bangsa as itu ibarat iblisnya  dunia...syetan ya dunia...penjajah negeri yg lemah namun kaya minyak ya di rampok...,dasar donald iblis bangsa iblis dunia syetan dunia jajah negeri lemah kaya minyak rampok,0,
2026-01-04T06:44:10Z,"Sama lah kayak irak nanti nya, minyak yg di kruk nya",kayak irak minyak kruk,0,
2026-01-04T06:44:04Z,Kuasai minyak dunia,kuasa minyak dunia,0,
2026-01-04T06:43:35Z,Ssmoga berikutnya  ayatollah  komeni yg ditangkap,ssmoga ayatollah komeni tangkap,0,
2026-01-04T06:43:32Z,"Amerika negara paling licik,tau negara venezuela punya minyak yg banyak.liat saja negara2 yg diserang,rata2 negara yg punya banyak minyak,dan lemah dalam persenjataan",amerika negara licik tau negara venezuela minyak liat negara2 serang rata2 negara minyak lemah senjata,0,
2026-01-04T06:43:22Z,"Us bangkrut, rampok negri orang, trum sudah gila",bangkrut rampok negri orang trum gila,0,
2026-01-04T06:43:20Z,Semua tuduhan harus di buktikan,tuduh bukti,1,
2026-01-04T06:43:04Z,Oil.... Hiiiii,oil hiiiii,0,
2026-01-04T06:42:41Z,"Terserah kamu pendukung kadrun botol xg gk percaya,,,alasan utama pensngkapan,,,penyelundupan narkotika sperti pemimpin suriah dulu,,",serah dukung kadrun botol percaya alas utama pensngkapan selundup narkotika sperti pimpin suriah,0,
2026-01-04T06:41:18Z,TIDAK ADA YANG MAMPU MENEKAN AMERIKA,tekan amerika,0,
2026-01-04T06:41:01Z,HAM.....MANA SUARANYA.....????????,ham suara,1,
2026-01-04T06:40:57Z,alasan yg dangkal wkwkwk,alas dangkal wkwkwk,0,
2026-01-04T06:40:45Z,"Negara berdaulat di aneksasi dg mudah, dunia tutup mata ...",negara daulat aneksasi mudah dunia tutup mata,0,
2026-01-04T06:40:15Z,Minyak Boss,minyak boss,0,
2026-01-04T06:39:46Z,Model nya kaya Sadam Hussein lagi... Amerika ngatur negara orang....yg bodoh itu rakyat nya mau di adu domba..,model kaya sadam hussein amerika ngatur negara orang bodoh rakyat adu domba,0,
2026-01-04T06:38:48Z,RAKYAT YG MEMBIARKAN PEMIMPINNYA DITANGKAP TAK LAYAK DISEBUT PEJUANG.. TAPI HARUS DISEBUT PECUNDANG..,rakyat biar pimpin tangkap layak juang cundang,2,
2026-01-04T07:17:31Z,"Pasti ada alasannya kan???;??????<br><br>Apa anda tdk mikir, rakyatnya sperti itu",alas mikir rakyat sperti,1,
2026-01-04T06:38:11Z,Lemahnya maduro<br>Nggak punya pasukan kah<br>Sampe presiden di tangkap,lemah maduro pasu sampe presiden tangkap,0,
2026-01-04T06:37:54Z,"Mantap , bosku ??????????",mantap bos,0,
2026-01-04T06:37:11Z,BRAVO AS,bravo,0,
2026-01-04T06:37:07Z,Pelajaran rusia bwt serang ukraina langsungggg,ajar rusia bwt serang ukraina langsungggg,0,
2026-01-04T06:36:33Z,Amerika cm takut dgn negara bernuklir,amerika takut dgn negara nuklir,0,
